REF_DATE,GEO,DGUID,Vehicle type,Origin of manufacture,Sales,Seasonal adjustment,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2012-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,106512.0,,,,0
2012-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,94939.0,,,,0
2012-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,96561.0,,,,0
2012-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,87235.0,,,,0
2012-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,78179.0,,,,0
2012-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,69877.0,,,,0
2012-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,52846.0,,,,0
2013-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,51148.0,,,,0
2013-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,62202.0,,,,0
2013-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,94851.0,,,,0
2013-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,109739.0,,,,0
2013-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,121364.0,,,,0
2013-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,113037.0,,,,0
2013-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,107603.0,,,,0
2013-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,107043.0,,,,0
2013-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,96391.0,,,,0
2013-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,90204.0,,,,0
2013-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,70351.0,,,,0
2013-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,58772.0,,,,0
2014-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,53323.0,,,,0
2014-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,51109.0,,,,0
2014-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,91018.0,,,,0
2014-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,118861.0,,,,0
2014-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,123955.0,,,,0
2014-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,102688.0,,,,0
2014-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,114994.0,,,,0
2014-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,110325.0,,,,0
2014-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,107854.0,,,,0
2014-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,89073.0,,,,0
2014-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,78960.0,,,,0
2014-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,77321.0,,,,0
2015-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,54767.0,,,,0
2015-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,57453.0,,,,0
2015-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,77316.0,,,,0
2015-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,122665.0,,,,0
2015-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,130663.0,,,,0
2015-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,117188.0,,,,0
2015-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,120778.0,,,,0
2015-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,111000.0,,,,0
2015-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,115094.0,,,,0
2015-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,100898.0,,,,0
2015-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,84827.0,,,,0
2015-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,67054.0,,,,0
2016-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,58668.0,,,,0
2016-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,66010.0,,,,0
2016-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,98397.0,,,,0
2016-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,128613.0,,,,0
2016-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,125755.0,,,,0
2016-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,136677.0,,,,0
2016-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,95312.0,,,,0
2016-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,100352.0,,,,0
2016-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,115527.0,,,,0
2016-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,87710.0,,,,0
2016-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,95950.0,,,,0
2016-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,66504.0,,,,0
2017-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,58603.0,,,,0
2017-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,64252.0,,,,0
2017-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,106588.0,,,,0
2017-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,120363.0,,,,0
2017-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,137086.0,,,,0
2017-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,127050.0,,,,0
2017-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,111216.0,,,,0
2017-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,116667.0,,,,0
2017-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,120010.0,,,,0
2017-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,95147.0,,,,0
2017-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,89525.0,,,,0
2017-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,54217.0,,,,0
2018-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,58551.0,,,,0
2018-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,60663.0,,,,0
2018-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,96217.0,,,,0
2018-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,110268.0,,,,0
2018-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,127471.0,,,,0
2018-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,118337.0,,,,0
2018-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,106501.0,,,,0
2018-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,110996.0,,,,0
2018-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,105721.0,,,,0
2018-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,94558.0,,,,0
2018-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,74342.0,,,,0
2018-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,50130.0,,,,0
2019-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,62750.0,,,,0
2019-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,63586.0,,,,0
2019-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,99001.0,,,,0
2019-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,107787.0,,,,0
2019-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,131455.0,,,,0
2019-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,122874.0,,,,0
2019-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,116605.0,,,,0
2019-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,127998.0,,,,0
2019-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,112842.0,,,,0
2019-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,101331.0,,,,0
2019-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,78696.0,,,,0
2019-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,57828.0,,,,0
2020-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,55724.0,,,,0
2020-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,71122.0,,,,0
2020-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,59721.0,,,,0
2020-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,38160.0,,,,0
2020-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,85112.0,,,,0
2020-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,129228.0,,,,0
2020-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,133077.0,,,,0
2020-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,126948.0,,,,0
2020-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,119022.0,,,,0
2020-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,105236.0,,,,0
2020-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,85157.0,,,,0
2020-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,69050.0,,,,0
2021-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,69878.0,,,,0
2021-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,66599.0,,,,0
2021-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,108877.0,,,,0
2021-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,138438.0,,,,0
2021-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,123616.0,,,,0
2021-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,117694.0,,,,0
2021-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,116328.0,,,,0
2021-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,100894.0,,,,0
2021-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,95577.0,,,,0
2021-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,90831.0,,,,0
2021-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,88132.0,,,,0
2021-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,72311.0,,,,0
2022-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,64955.0,,,,0
2022-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,64013.0,,,,0
2022-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,84973.0,,,,0
2022-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,98649.0,,,,0
2022-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,86922.0,,,,0
2022-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,100916.0,,,,0
2022-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,113771.0,,,,0
2022-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,136569.0,,,,0
2022-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,98525.0,,,,0
2022-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,96550.0,,,,0
2022-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,92905.0,,,,0
2022-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,72818.0,,,,0
2023-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,77545.0,,,,0
2023-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,74522.0,,,,0
2023-03,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,108287.0,,,,0
2023-04,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,118708.0,,,,0
2023-05,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,129886.0,,,,0
2023-06,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,123021.0,,,,0
2023-07,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,113849.0,,,,0
2023-08,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,117294.0,,,,0
2023-09,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,115447.0,,,,0
2023-10,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,123589.0,,,,0
2023-11,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,109464.0,,,,0
2023-12,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,94453.0,,,,0
2024-01,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,90119.0,,,,0
2024-02,Newfoundland and Labrador,2016A000210,"Total, new motor vehicles","Total, country of manufacture",Dollars,Unadjusted,Dollars,81,thousands,3,v42169998,2.1.1.2.1,91523.0,,,,0
1968-01,Prince Edward Island,2016A000211,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170019,3.1.1.1.1,220.0,,,,0
1968-02,Prince Edward Island,2016A000211,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170019,3.1.1.1.1,236.0,,,,0
1968-03,Prince Edward Island,2016A000211,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170019,3.1.1.1.1,451.0,,,,0
1968-04,Prince Edward Island,2016A000211,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170019,3.1.1.1.1,435.0,,,,0
1968-05,Prince Edward Island,2016A000211,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170019,3.1.1.1.1,507.0,,,,0
