REF_DATE,GEO,DGUID,Vehicle type,Origin of manufacture,Sales,Seasonal adjustment,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2010-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,51019.0,,,,0
2010-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,47553.0,,,,0
2010-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,45270.0,,,,0
2010-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,43557.0,,,,0
2011-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,31588.0,,,,0
2011-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,36818.0,,,,0
2011-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,58108.0,,,,0
2011-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,59847.0,,,,0
2011-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55730.0,,,,0
2011-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,66026.0,,,,0
2011-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52956.0,,,,0
2011-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,53186.0,,,,0
2011-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,50810.0,,,,0
2011-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,47072.0,,,,0
2011-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,46050.0,,,,0
2011-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,42477.0,,,,0
2012-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,37454.0,,,,0
2012-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,39644.0,,,,0
2012-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60132.0,,,,0
2012-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60149.0,,,,0
2012-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,66287.0,,,,0
2012-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,65643.0,,,,0
2012-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,56510.0,,,,0
2012-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55156.0,,,,0
2012-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52373.0,,,,0
2012-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,49105.0,,,,0
2012-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,47914.0,,,,0
2012-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,41699.0,,,,0
2013-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,34129.0,,,,0
2013-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,37431.0,,,,0
2013-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,59125.0,,,,0
2013-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,63159.0,,,,0
2013-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,69555.0,,,,0
2013-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,66888.0,,,,0
2013-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60222.0,,,,0
2013-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,59970.0,,,,0
2013-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55905.0,,,,0
2013-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,54003.0,,,,0
2013-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,51528.0,,,,0
2013-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,44769.0,,,,0
2014-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,37030.0,,,,0
2014-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,42814.0,,,,0
2014-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,62809.0,,,,0
2014-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,69514.0,,,,0
2014-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,78679.0,,,,0
2014-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,71581.0,,,,0
2014-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,67773.0,,,,0
2014-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,67100.0,,,,0
2014-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,64918.0,,,,0
2014-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60477.0,,,,0
2014-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55693.0,,,,0
2014-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,54330.0,,,,0
2015-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,37773.0,,,,0
2015-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,43129.0,,,,0
2015-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,64812.0,,,,0
2015-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,78003.0,,,,0
2015-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,82966.0,,,,0
2015-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,74711.0,,,,0
2015-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,71030.0,,,,0
2015-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,71777.0,,,,0
2015-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,70226.0,,,,0
2015-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,66484.0,,,,0
2015-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60835.0,,,,0
2015-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,56970.0,,,,0
2016-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,44610.0,,,,0
2016-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,48740.0,,,,0
2016-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,72356.0,,,,0
2016-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,84822.0,,,,0
2016-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,83475.0,,,,0
2016-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,81487.0,,,,0
2016-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,72687.0,,,,0
2016-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,74047.0,,,,0
2016-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,71350.0,,,,0
2016-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,67149.0,,,,0
2016-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,67935.0,,,,0
2016-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,53104.0,,,,0
2017-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,46261.0,,,,0
2017-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52347.0,,,,0
2017-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,77551.0,,,,0
2017-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,82527.0,,,,0
2017-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,93022.0,,,,0
2017-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,86238.0,,,,0
2017-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,75235.0,,,,0
2017-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,74726.0,,,,0
2017-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,78676.0,,,,0
2017-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,68064.0,,,,0
2017-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,68232.0,,,,0
2017-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,54276.0,,,,0
2018-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,48501.0,,,,0
2018-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55744.0,,,,0
2018-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,81571.0,,,,0
2018-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,80983.0,,,,0
2018-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,92629.0,,,,0
2018-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,90647.0,,,,0
2018-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,77108.0,,,,0
2018-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,78170.0,,,,0
2018-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,76176.0,,,,0
2018-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,68869.0,,,,0
2018-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,64106.0,,,,0
2018-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52344.0,,,,0
2019-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,45870.0,,,,0
2019-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52995.0,,,,0
2019-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,81601.0,,,,0
2019-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,79260.0,,,,0
2019-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,85911.0,,,,0
2019-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,84638.0,,,,0
2019-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,75508.0,,,,0
2019-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,81521.0,,,,0
2019-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,74369.0,,,,0
2019-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,69853.0,,,,0
2019-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,65439.0,,,,0
2019-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,51741.0,,,,0
2020-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,47763.0,,,,0
2020-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55616.0,,,,0
2020-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,44334.0,,,,0
2020-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,16393.0,,,,0
2020-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,43313.0,,,,0
2020-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,64466.0,,,,0
2020-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,67467.0,,,,0
2020-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,71446.0,,,,0
2020-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,71408.0,,,,0
2020-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,65183.0,,,,0
2020-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,57004.0,,,,0
2020-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,48445.0,,,,0
2021-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,37677.0,,,,0
2021-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,43581.0,,,,0
2021-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,66492.0,,,,0
2021-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,61733.0,,,,0
2021-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,62590.0,,,,0
2021-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,68360.0,,,,0
2021-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,63349.0,,,,0
2021-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,62690.0,,,,0
2021-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,58259.0,,,,0
2021-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52577.0,,,,0
2021-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,46858.0,,,,0
2021-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,43199.0,,,,0
2022-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,36447.0,,,,0
2022-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,40226.0,,,,0
2022-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60597.0,,,,0
2022-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,59917.0,,,,0
2022-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55678.0,,,,0
2022-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,63004.0,,,,0
2022-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,53751.0,,,,0
2022-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,55582.0,,,,0
2022-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,56693.0,,,,0
2022-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,53953.0,,,,0
2022-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52754.0,,,,0
2022-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,46313.0,,,,0
2023-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,41446.0,,,,0
2023-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,44015.0,,,,0
2023-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,64640.0,,,,0
2023-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,63512.0,,,,0
2023-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,72234.0,,,,0
2023-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,70878.0,,,,0
2023-07,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60095.0,,,,0
2023-08,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,65175.0,,,,0
2023-09,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,67440.0,,,,0
2023-10,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,60556.0,,,,0
2023-11,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,57521.0,,,,0
2023-12,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,52057.0,,,,0
2024-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,45493.0,,,,0
2024-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42170123,7.1.1.1.1,59271.0,,,,0
1991-01,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42170124,7.1.1.1.2,45216.0,,,t,0
1991-02,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42170124,7.1.1.1.2,39110.0,,,t,0
1991-03,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42170124,7.1.1.1.2,39332.0,,,t,0
1991-04,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42170124,7.1.1.1.2,38589.0,,,t,0
1991-05,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42170124,7.1.1.1.2,41372.0,,,t,0
1991-06,Ontario,2016A000235,"Total, new motor vehicles","Total, country of manufacture",Units,Seasonally adjusted,Units,300,units,0,v42170124,7.1.1.1.2,47088.0,,,t,0
